surface,molecule,functional,E_ads_ML,E_ads_relaxed,E_ads_SPE,relaxed_status,SPE_status,completion_job_directory,relaxed_energy_review,SPE_energy_review,dft_contact_available,required_CONTCAR
Pt110,propene,pbe,-1.71,-1.87,-0.469,available; energy review,available,,True,False,True,
Pt110,propene,pbe_d3,-1.71,-2.65,-1.264,available; energy review,available,,True,False,True,
Pt110,propene,r2scan,-1.71,-2.81,-0.884,available; energy review,available; energy review,,True,True,True,
Pt110,propene,beef_vdw,-1.71,,-0.45,no matching Perlmutter calculation,available,,False,False,True,
Pt111,CO2,pbe,-0.49,-0.033,0.031,available; energy review,available; energy review,,True,True,True,
Pt111,CO2,pbe_d3,-0.49,,,potential_mismatch,reference_unavailable,,False,False,True,
Pt111,CO2,r2scan,-0.49,-1.4,0.14,available; energy review,available; energy review,,True,True,True,
Pt111,CO2,beef_vdw,-0.49,-0.294,-0.215,available; energy review,available; energy review,,True,True,True,
Pt111,ethane,pbe,-0.43,-0.86,0.567,available; energy review,available; energy review,,True,True,True,
Pt111,ethane,pbe_d3,-0.43,-1.4,0.444,available; energy review,available; energy review,,True,True,True,
Pt111,ethane,r2scan,-0.43,-1.42,0.665,available; energy review,available; energy review,,True,True,True,
Pt111,ethane,beef_vdw,-0.43,,0.196,no matching Perlmutter calculation,available; energy review,,False,True,True,
Pt111,ethanol,pbe,-0.64,-1.1,-0.175,available; energy review,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_ac28ddddd3/pbe,True,False,True,
Pt111,ethanol,pbe_d3,-0.64,-1.78,-0.66,available; energy review,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_c3286ec1f4/pbe_d3,True,False,True,
Pt111,ethanol,r2scan,-0.64,-1.81,-1.092,available; energy review,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_f47184e1d6/r2scan,True,True,True,
Pt111,ethanol,beef_vdw,-0.64,,-34.321,error,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_b3d4634709/beef_vdw,False,True,True,
Pt111,ethene,pbe,-1.79,-1.66,-0.621,available; energy review,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_ac28ddddd3/pbe,True,False,True,
Pt111,ethene,pbe_d3,-1.79,-2.31,-1.058,available; energy review,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_c3286ec1f4/pbe_d3,True,False,True,
Pt111,ethene,r2scan,-1.79,-2.36,-1.605,available; energy review,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_f47184e1d6/r2scan,True,True,True,
Pt111,ethene,beef_vdw,-1.79,,-1.05,error,available; energy review,,False,True,True,
Pt111,formic_acid,pbe,-0.75,-0.267,-0.191,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_ac28ddddd3/pbe,False,False,True,
Pt111,formic_acid,pbe_d3,-0.75,-0.705,-0.543,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_c3286ec1f4/pbe_d3,False,False,True,
Pt111,formic_acid,r2scan,-0.75,,-1.097,slab_mismatch,available; energy review,,False,True,True,
Pt111,formic_acid,beef_vdw,-0.75,-34.571,,available; energy review,recovery completed,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_b3d4634709/beef_vdw,True,False,True,
Pt111,glycerol,pbe,-0.82,-1.3,0.198,available; energy review,available; energy review,,True,True,True,
Pt111,glycerol,pbe_d3,-0.82,-2.24,-0.364,available; energy review,available; energy review,,True,True,True,
Pt111,glycerol,r2scan,-0.82,-2.07,0.193,available; energy review,available; energy review,,True,True,True,
Pt111,glycerol,beef_vdw,-0.82,,-0.352,no matching Perlmutter calculation,available; energy review,,False,True,True,
Pt111,isopropanol,pbe,-0.71,-1.03,0.401,available; energy review,available; energy review,,True,True,True,
Pt111,isopropanol,pbe_d3,-0.71,-1.85,0.101,available; energy review,available; energy review,,True,True,True,
Pt111,isopropanol,r2scan,-0.71,-1.69,0.479,available; energy review,available; energy review,,True,True,True,
Pt111,isopropanol,beef_vdw,-0.71,,-0.065,no matching Perlmutter calculation,available; energy review,,False,True,True,
Pt111,methanol,pbe,-0.64,-0.214,-0.17,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_ac28ddddd3/pbe,False,False,True,
Pt111,methanol,pbe_d3,-0.64,-0.646,-0.512,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_c3286ec1f4/pbe_d3,False,False,True,
Pt111,methanol,r2scan,-0.64,-1.125,-1.061,available; energy review,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pt111_f47184e1d6/r2scan,True,True,True,
Pt111,methanol,beef_vdw,-0.64,,,slab_mismatch,complex_unconverged,,False,False,True,
Pt111,propane,pbe,-0.49,-0.88,0.58,available; energy review,available; energy review,,True,True,True,
Pt111,propane,pbe_d3,-0.49,-1.56,0.236,available; energy review,available; energy review,,True,True,True,
Pt111,propane,r2scan,-0.49,-1.46,0.598,available; energy review,available; energy review,,True,True,True,
Pt111,propane,beef_vdw,-0.49,,0.105,no matching Perlmutter calculation,available; energy review,,False,True,True,
Pt111,propanol,pbe,-0.73,-1.12,0.331,available; energy review,available; energy review,,True,True,True,
Pt111,propanol,pbe_d3,-0.73,-1.96,-0.115,available; energy review,available; energy review,,True,True,True,
Pt111,propanol,r2scan,-0.73,-1.87,0.314,available; energy review,available; energy review,,True,True,True,
Pt111,propanol,beef_vdw,-0.73,,-0.138,no matching Perlmutter calculation,available; energy review,,False,True,True,
Pt111,propene,pbe,-1.68,-1.87,-0.944,available; energy review,available; energy review,,True,True,True,
Pt111,propene,pbe_d3,-1.68,-2.69,-1.419,available; energy review,available; energy review,,True,True,True,
Pt111,propene,r2scan,-1.68,-2.65,-1.141,available; energy review,available; energy review,,True,True,True,
Pt111,propene,beef_vdw,-1.68,,-1.202,no matching Perlmutter calculation,available; energy review,,False,True,True,
Rh100,CH3,pbe,-2.76,-1.902,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,CH3,pbe_d3,-2.76,-2.151,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,CH3,r2scan,-2.76,-1.854,-1.843,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,CH3,beef_vdw,-2.76,-1.976,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,CO,pbe,-2.6,-2.093,-2.02,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,CO,pbe_d3,-2.6,-2.311,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,CO,r2scan,-2.6,-2.155,-2.132,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,CO,beef_vdw,-2.6,-2.018,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,CO2,pbe,-0.44,-0.016,0.095,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,CO2,pbe_d3,-0.44,,,potential_mismatch,reference_unavailable,,False,False,True,
Rh100,CO2,r2scan,-0.44,-0.098,-0.074,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,CO2,beef_vdw,-0.44,,,potential_mismatch,complex_unconverged,,False,False,True,
Rh100,DME,pbe,-0.65,-0.329,-0.251,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,DME,pbe_d3,-0.65,-0.805,-0.693,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,False,False,True,
Rh100,DME,r2scan,-0.65,-0.508,-0.473,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,DME,beef_vdw,-0.65,-0.667,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,H2O,pbe,-0.89,-0.394,-0.335,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,H2O,pbe_d3,-0.89,-0.592,-0.489,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,H2O,r2scan,-0.89,-0.463,-0.434,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,H2O,beef_vdw,-0.89,-0.527,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,H2S,pbe,-4.22,-3.685,-3.652,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,H2S,pbe_d3,-4.22,-4.149,-4.068,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,H2S,r2scan,-4.22,-4.022,-3.969,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,H2S,beef_vdw,-4.22,-3.49,-3.398,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,N2,pbe,-0.79,-0.689,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,N2,pbe_d3,-0.79,-0.901,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,N2,r2scan,-0.79,-0.765,-0.743,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,N2,beef_vdw,-0.79,-0.718,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,NH3,pbe,-1.59,-0.997,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,NH3,pbe_d3,-1.59,-1.255,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,NH3,r2scan,-1.59,-1.058,-1.026,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,NH3,beef_vdw,-1.59,-1.118,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,NO,pbe,-2.83,-2.994,-2.951,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,NO,pbe_d3,-2.83,-3.2,-3.117,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,NO,r2scan,-2.83,,,potential_mismatch,reference_unavailable,,False,False,True,
Rh100,NO,beef_vdw,-2.83,-9.558,-9.448,available; energy review,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,True,True,True,
Rh100,SO2,pbe,-2.26,-2.127,-2.045,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,SO2,pbe_d3,-2.26,-2.607,-2.504,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,SO2,r2scan,-2.26,,-2.424,potential_mismatch,available,,False,False,True,
Rh100,SO2,beef_vdw,-2.26,-2.195,-2.045,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,acetaldehyde,pbe,-0.9,-0.426,-0.351,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,acetaldehyde,pbe_d3,-0.9,-0.788,-0.689,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,acetaldehyde,r2scan,-0.9,-0.56,-0.524,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,acetaldehyde,beef_vdw,-0.9,-0.697,-0.546,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,acetic_acid,pbe,-1.04,,,potential_mismatch,reference_unavailable,,False,False,True,
Rh100,acetic_acid,pbe_d3,-1.04,,,potential_mismatch,reference_unavailable,,False,False,True,
Rh100,acetic_acid,r2scan,-1.04,-0.757,-0.727,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,acetic_acid,beef_vdw,-1.04,-0.869,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,ethane,pbe,-0.59,-0.024,0.138,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,ethane,pbe_d3,-0.59,-0.373,-0.221,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,ethane,r2scan,-0.59,-0.175,-0.138,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,ethane,beef_vdw,-0.59,-0.357,-0.039,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/site_gapfill_20260914/spe/C2H6_Rh100/beef_vdw,False,False,True,
Rh100,ethanol,pbe,-0.9,-0.426,-0.345,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,ethanol,pbe_d3,-0.9,-0.878,-0.765,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,ethanol,r2scan,-0.9,-0.603,-0.579,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,ethanol,beef_vdw,-0.9,-0.744,-0.576,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,ethene,pbe,-1.97,-1.152,-1.05,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,ethene,pbe_d3,-1.97,-1.593,-1.447,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,ethene,r2scan,-1.97,-1.334,-1.193,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,ethene,beef_vdw,-1.97,-1.263,-0.956,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,formaldehyde,pbe,-1.57,-1.051,-0.976,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,formaldehyde,pbe_d3,-1.57,-1.351,-1.241,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,formaldehyde,r2scan,-1.57,-1.248,-1.21,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,formaldehyde,beef_vdw,-1.57,-1.117,-0.951,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,formic_acid,pbe,-1.02,-0.568,-0.465,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,formic_acid,pbe_d3,-1.02,-0.895,-0.773,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,formic_acid,r2scan,-1.02,-0.709,-0.635,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,formic_acid,beef_vdw,-1.02,-0.758,-0.536,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,methane,pbe,-0.66,-0.054,0.204,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,methane,pbe_d3,-0.66,-0.198,0.018,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,methane,r2scan,-0.66,-0.086,-0.079,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,methane,beef_vdw,-0.66,-0.204,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh100,methanol,pbe,-0.83,-0.421,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_3b80ca62d8/pbe,False,False,True,
Rh100,methanol,pbe_d3,-0.83,-0.746,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_012f04b189/pbe_d3,False,False,True,
Rh100,methanol,r2scan,-0.83,-0.552,-0.533,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_84c2195556/r2scan,False,False,True,
Rh100,methanol,beef_vdw,-0.83,-0.651,-0.565,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh100_b2891dc541/beef_vdw,False,False,True,
Rh110,CH3,pbe,-2.76,-2.004,-1.97,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,CH3,pbe_d3,-2.76,-2.319,-2.203,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_3701de68d2/pbe_d3,False,False,True,
Rh110,CH3,r2scan,-2.76,-1.874,-1.792,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
Rh110,CH3,beef_vdw,-2.76,-2.048,-1.996,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_a6be9fa2b9/beef_vdw,False,False,True,
Rh110,CO,pbe,-2.61,-2.092,-1.966,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,CO,pbe_d3,-2.61,-2.327,-2.194,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_3701de68d2/pbe_d3,False,False,True,
Rh110,CO,r2scan,-2.61,-1.863,-1.771,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
Rh110,CO,beef_vdw,-2.61,-1.873,-1.813,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_a6be9fa2b9/beef_vdw,False,False,True,
Rh110,CO2,pbe,-0.53,-0.121,0.048,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,CO2,pbe_d3,-0.53,,,potential_mismatch,reference_unavailable,,False,False,True,
Rh110,CO2,r2scan,-0.53,-0.136,0.018,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
Rh110,CO2,beef_vdw,-0.53,-0.28,-0.15,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_a6be9fa2b9/beef_vdw,False,False,True,
Rh110,DME,pbe,-0.75,-0.508,-0.37,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,DME,pbe_d3,-0.75,-1.054,-0.882,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,False,False,True,
Rh110,DME,r2scan,-0.75,-0.56,-0.45,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
Rh110,DME,beef_vdw,-0.75,-0.729,-0.664,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_a6be9fa2b9/beef_vdw,False,False,True,
Rh110,H2O,pbe,-1.04,-0.58,-0.455,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,H2O,pbe_d3,-1.04,-0.845,-0.67,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_3701de68d2/pbe_d3,False,False,True,
Rh110,H2O,r2scan,-1.04,-0.545,-0.393,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
Rh110,H2O,beef_vdw,-1.04,-0.502,-0.44,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_a6be9fa2b9/beef_vdw,False,False,True,
Rh110,H2S,pbe,-2.43,-1.961,-1.873,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,H2S,pbe_d3,-2.43,-2.43,-2.284,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_3701de68d2/pbe_d3,False,False,True,
Rh110,H2S,r2scan,-2.43,-1.773,-1.665,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
Rh110,H2S,beef_vdw,-2.43,-1.845,-1.82,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_a6be9fa2b9/beef_vdw,False,False,True,
Rh110,N2,pbe,-0.81,-0.935,-0.792,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,N2,pbe_d3,-0.81,-1.204,,available,recovery completed; awaiting usable adsorption result,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_3701de68d2/pbe_d3,False,False,True,
Rh110,N2,r2scan,-0.81,-0.73,-0.64,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
Rh110,N2,beef_vdw,-0.81,-0.747,-0.729,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_a6be9fa2b9/beef_vdw,False,False,True,
Rh110,NH3,pbe,-1.57,-1.025,-0.921,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_1848e5f440/pbe,False,False,True,
Rh110,NH3,pbe_d3,-1.57,-1.335,-1.19,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_3701de68d2/pbe_d3,False,False,True,
Rh110,NH3,r2scan,-1.57,-0.958,-0.842,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Rh110_43367cbc6c/r2scan,False,False,True,
